timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1790096830632,460,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,453,0,338
1790096831099,45,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,44,0,0
1790096831146,10,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,9,0,0
1790096831158,78,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,78,0,0
1790096831239,204,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,195,0,0
1790096831445,240,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,240,0,0
1790096831687,36,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,35,0,0
1790096831725,27,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,27,0,0
1790096831754,411,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,411,0,0
1790096832167,49,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,48,0,0
1790096832217,130,GET /api/dashboard,200,OK,Capacity Study Virtual Users 1-1,text,true,,3027,201,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/dashboard,130,0,0
1790096832349,107,GET /api/orders,200,OK,Capacity Study Virtual Users 1-1,text,true,,1710,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders?limit=10,107,0,0
1790096832457,63,POST /api/orders,201,Created,Capacity Study Virtual Users 1-1,text,true,,662,289,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders,63,0,0
1790096832522,13,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,13,0,0
1790096832537,27,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,27,0,0
1790096832566,14,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,14,0,0
1790096832581,163,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,162,0,0
1790096832746,90,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,90,0,0
1790096832837,49,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,48,0,0
1790096832887,73,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,73,0,0
1790096832961,32,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,32,0,0
1790096832994,13,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,13,0,0
1790096833008,834,GET /api/heavy-operation,200,OK,Capacity Study Virtual Users 1-1,text,true,,808,224,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/heavy-operation?iterations=15000,834,0,0
1790096833844,39,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,39,0,0
1790096833885,28,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,28,0,0
1790096833915,39,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,39,0,0
1790096833955,29,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,27,0,0
1790096833985,9,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,8,0,0
1790096833995,37,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,37,0,0
1790096834034,39,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,39,0,0
1790096834075,75,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,74,0,0
1790096834151,37,GET /api/dashboard,200,OK,Capacity Study Virtual Users 1-1,text,true,,3027,201,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/dashboard,37,0,0
1790096834190,47,GET /api/orders,200,OK,Capacity Study Virtual Users 1-1,text,true,,1710,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders?limit=10,47,0,0
1790096834238,6,POST /api/orders,201,Created,Capacity Study Virtual Users 1-1,text,true,,662,289,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders,6,0,0
1790096834245,49,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,48,0,0
1790096834295,7,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,7,0,0
1790096834303,17,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,17,0,0
1790096834322,30,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,30,0,0
1790096834353,50,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,49,0,0
1790096834404,69,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,69,0,0
1790096834474,16,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,16,0,0
1790096834491,22,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,22,0,0
1790096834514,88,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,88,0,0
1790096834604,93,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,93,0,0
1790096834698,25,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,25,0,0
1790096834725,18,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,18,0,0
1790096834745,79,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,79,0,0
1790096834826,78,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,78,0,0
1790096834905,10,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,10,0,0
1790096834917,46,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,46,0,0
1790096834964,38,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,38,0,0
1790096835003,152,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,893,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,152,0,0
1790096835156,73,GET /api/dashboard,200,OK,Capacity Study Virtual Users 1-1,text,true,,3027,201,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/dashboard,73,0,0
1790096835230,20,GET /api/orders,200,OK,Capacity Study Virtual Users 1-1,text,true,,1710,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders?limit=10,20,0,0
1790096835251,40,POST /api/orders,201,Created,Capacity Study Virtual Users 1-1,text,true,,662,289,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders,40,0,0
