timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1790098427006,380,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,374,0,343
1790098427392,45,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,44,0,0
1790098427445,31,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,30,0,0
1790098427482,13,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,13,0,0
1790098427496,14,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,9,0,0
1790098427512,5,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,5,0,0
1790098427519,7,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,6,0,0
1790098427527,19,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,19,0,0
1790098427548,10,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,10,0,0
1790098427560,6,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,6,0,0
1790098427567,21,GET /api/dashboard,200,OK,Capacity Study Virtual Users 1-1,text,true,,3028,201,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/dashboard,21,0,0
1790098427590,19,GET /api/orders,200,OK,Capacity Study Virtual Users 1-1,text,true,,1710,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders?limit=10,19,0,0
1790098427611,21,POST /api/orders,201,Created,Capacity Study Virtual Users 1-1,text,true,,662,289,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders,21,0,0
1790098427635,6,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,6,0,0
1790098427646,8,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,7,0,0
1790098427655,5,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,5,0,0
1790098427661,8,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,7,0,0
1790098427670,4,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,4,0,0
1790098427675,6,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,5,0,0
1790098427682,5,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,5,0,0
1790098427689,4,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,4,0,0
1790098427697,6,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,6,0,0
1790098427704,197,GET /api/heavy-operation,200,OK,Capacity Study Virtual Users 1-1,text,true,,808,224,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/heavy-operation?iterations=15000,197,0,0
1790098427904,8,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,8,0,0
1790098427913,9,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,9,0,0
