timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1790097379323,348,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,343,0,304
1790097379678,123,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,123,0,0
1790097379803,26,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,25,0,0
1790097379831,43,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,43,0,0
1790097379880,20,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,17,0,0
1790097379902,6,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,6,0,0
1790097379911,33,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,32,0,0
1790097379945,10,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,10,0,0
1790097379956,6,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,6,0,0
1790097379964,19,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,18,0,0
1790097379984,26,GET /api/dashboard,200,OK,Capacity Study Virtual Users 1-1,text,true,,3028,201,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/dashboard,26,0,0
1790097380017,8,GET /api/orders,200,OK,Capacity Study Virtual Users 1-1,text,true,,1710,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders?limit=10,8,0,0
1790097380027,16,POST /api/orders,201,Created,Capacity Study Virtual Users 1-1,text,true,,662,289,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders,16,0,0
1790097380046,9,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,9,0,0
1790097380057,7,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,7,0,0
1790097380066,8,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,8,0,0
1790097380075,10,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,8,0,0
1790097380087,7,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,7,0,0
1790097380095,12,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,11,0,0
1790097380111,6,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,6,0,0
1790097380119,7,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,7,0,0
1790097380127,9,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,9,0,0
1790097380138,185,GET /api/heavy-operation,200,OK,Capacity Study Virtual Users 1-1,text,true,,808,224,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/heavy-operation?iterations=15000,185,0,0
1790097380325,13,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,13,0,0
1790097380339,11,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,11,0,0
1790097380351,11,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,11,0,0
1790097380363,19,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,19,0,0
1790097380383,5,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,5,0,0
1790097380389,4,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,4,0,0
1790097380394,8,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,8,0,0
1790097380403,19,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,19,0,0
1790097380423,14,GET /api/dashboard,200,OK,Capacity Study Virtual Users 1-1,text,true,,3028,201,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/dashboard,13,0,0
1790097380438,7,GET /api/orders,200,OK,Capacity Study Virtual Users 1-1,text,true,,1710,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders?limit=10,7,0,0
1790097380446,8,POST /api/orders,201,Created,Capacity Study Virtual Users 1-1,text,true,,662,289,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders,8,0,0
1790097380455,8,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,8,0,0
1790097380464,27,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,26,0,0
1790097380492,12,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,12,0,0
1790097380506,5,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,5,0,0
1790097380512,13,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,12,0,0
1790097380526,10,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,10,0,0
1790097380537,11,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,11,0,0
1790097380549,13,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,13,0,0
1790097380563,9,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,9,0,0
1790097380574,18,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,18,0,0
1790097380593,10,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,10,0,0
1790097380605,67,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,67,0,0
1790097380673,50,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,50,0,0
1790097380725,14,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,14,0,0
1790097380740,10,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,9,0,0
1790097380751,30,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,29,0,0
1790097380782,10,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,10,0,0
1790097380794,14,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,14,0,0
1790097380809,16,GET /api/dashboard,200,OK,Capacity Study Virtual Users 1-1,text,true,,3028,201,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/dashboard,16,0,0
1790097380826,14,GET /api/orders,200,OK,Capacity Study Virtual Users 1-1,text,true,,1710,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders?limit=10,14,0,0
1790097380841,6,POST /api/orders,201,Created,Capacity Study Virtual Users 1-1,text,true,,662,289,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders,6,0,0
1790097380848,9,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,9,0,0
1790097380858,17,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,16,0,0
1790097380875,11,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,11,0,0
1790097380887,31,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,30,0,0
1790097380919,17,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,17,0,0
1790097380937,14,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,14,0,0
1790097380953,7,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,7,0,0
1790097380962,6,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,6,0,0
1790097380969,13,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,13,0,0
1790097380983,181,GET /api/heavy-operation,200,OK,Capacity Study Virtual Users 1-1,text,true,,808,224,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/heavy-operation?iterations=15000,181,0,0
1790097381166,9,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,9,0,0
1790097381176,27,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,27,0,0
1790097381204,6,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,6,0,0
1790097381210,17,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,16,0,0
1790097381229,10,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,10,0,0
1790097381240,17,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,16,0,0
1790097381258,27,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,27,0,0
1790097381286,25,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,25,0,0
1790097381313,12,GET /api/dashboard,200,OK,Capacity Study Virtual Users 1-1,text,true,,3028,201,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/dashboard,12,0,0
1790097381326,8,GET /api/orders,200,OK,Capacity Study Virtual Users 1-1,text,true,,1710,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders?limit=10,8,0,0
1790097381335,19,POST /api/orders,201,Created,Capacity Study Virtual Users 1-1,text,true,,662,289,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/orders,19,0,0
1790097381355,10,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,10,0,0
1790097381366,10,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,10,0,0
1790097381377,7,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,7,0,0
1790097381385,4,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,4,0,0
1790097381390,42,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,42,0,0
1790097381433,14,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,14,0,0
1790097381448,7,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,6,0,0
1790097381455,9,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,8,0,0
1790097381464,5,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,5,0,0
1790097381470,11,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,11,0,0
1790097381482,5,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,5,0,0
1790097381488,7,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,7,0,0
1790097381496,10,GET /api/search?q=laptop,200,OK,Capacity Study Virtual Users 1-1,text,true,,18490,207,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/search?q=laptop,9,0,0
1790097381507,17,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,17,0,0
1790097381525,11,GET /api/products,200,OK,Capacity Study Virtual Users 1-1,text,true,,7833,209,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products?limit=20,11,0,0
1790097381537,17,GET /api/products/1,200,OK,Capacity Study Virtual Users 1-1,text,true,,974,202,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/api/products/1,17,0,0
1790097381555,9,GET /health,200,OK,Capacity Study Virtual Users 1-1,text,true,,894,194,1,1,https://app-capacity-study-363acfoagthui.azurewebsites.net/health,9,0,0
